Input,Input Type,MGI Gene/Marker ID,Symbol,Name,Feature Type
TBR1,current symbol,MGI:107404,Tbr1,T-box brain transcription factor 1,protein coding gene
TBX1,current symbol,MGI:98493,Tbx1,T-box 1,protein coding gene
TBX10,current symbol,MGI:1261436,Tbx10,T-box 10,protein coding gene
TBX15,current symbol,MGI:1277234,Tbx15,T-box 15,protein coding gene
TBX18,current symbol,MGI:1923615,Tbx18,T-box18,protein coding gene
TBX19,current symbol,MGI:1891158,Tbx19,T-box 19,protein coding gene
TBX2,current symbol,MGI:98494,Tbx2,T-box 2,protein coding gene
TBX20,current symbol,MGI:1888496,Tbx20,T-box 20,protein coding gene
TBX21,current symbol,MGI:1888984,Tbx21,T-box 21,protein coding gene
TBX22,current symbol,MGI:2389465,Tbx22,T-box 22,protein coding gene
TBX3,current symbol,MGI:98495,Tbx3,T-box 3,protein coding gene
TBX4,current symbol,MGI:102556,Tbx4,T-box 4,protein coding gene
TBX5,current symbol,MGI:102541,Tbx5,T-box 5,protein coding gene
TBX6,current symbol,MGI:102539,Tbx6,T-box 6,protein coding gene
TBP,current symbol,MGI:101838,Tbp,TATA box binding protein,protein coding gene
TBPL1,current symbol,MGI:1339946,Tbpl1,TATA box binding protein-like 1,protein coding gene
TBPL2,current symbol,MGI:2684058,Tbpl2,TATA box binding protein like 2,protein coding gene
LIN54,current symbol,MGI:2140902,Lin54,lin-54 DREAM MuvB core complex component,protein coding gene
TEAD1,current symbol,MGI:101876,Tead1,TEA domain family member 1,protein coding gene
TEAD2,current symbol,MGI:104904,Tead2,TEA domain family member 2,protein coding gene
TEAD3,current symbol,MGI:109241,Tead3,TEA domain family member 3,protein coding gene
TEAD4,current symbol,MGI:106907,Tead4,TEA domain family member 4,protein coding gene
THAP1,current symbol,MGI:1921004,Thap1,"THAP domain containing, apoptosis associated protein 1",protein coding gene
THAP10,,No associated gene,,,
THAP11,current symbol,MGI:1930964,Thap11,THAP domain containing 11,protein coding gene
THAP12,current symbol,MGI:1920231,Thap12,THAP domain containing 12,protein coding gene
THAP2,current symbol,MGI:1914066,Thap2,"THAP domain containing, apoptosis associated protein 2",protein coding gene
THAP3,current symbol,MGI:1917126,Thap3,"THAP domain containing, apoptosis associated protein 3",protein coding gene
THAP4,current symbol,MGI:1914276,Thap4,THAP domain containing 4,protein coding gene
THAP5,,No associated gene,,,
THAP6,current symbol,MGI:1922436,Thap6,THAP domain containing 6,pseudogene
THAP7,current symbol,MGI:1916259,Thap7,THAP domain containing 7,protein coding gene
THAP8,old symbol,MGI:1922879,1700020L13Rik,RIKEN cDNA 1700020L13 gene,protein coding gene
THAP9,,No associated gene,,,
